"110 CÂU HỎI TRẮC NGHIỆM NGHIỆP VỤ ĐẤU THẦU NĂM 2025 
(Áp dụng cho kỳ thi sát hạch nghiệp vụ)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Q,77,"Một số hoạt động kiểm soát tiêu chuẩn về chất lượng hồ sơ trình duyệt HSMT rõ ràng, tiêu chí đánh giá hồ sơ dự thầu hợp lý nhằm tránh gây hạn chế nhà thầu",,,,Hảo,
A,a,Áp dụng đúng mẫu HSMT ban hành theo Thông tư 79/2025/TT-BTC ngày 04/8/2025 và Quy cách kỹ thuật đã được EVN và Tổng công ty ban hành,,,,,
A,b, Rà soát các nội dung của HSMT theo đúng KHLCNT đã được phê duyệt trước khi trình phê duyệt,,,,,
A,c,"Kiểm tra, rà soát các nội dung cần lưu ý mà Báo cáo thẩm định lần trước đã chỉ ra",,,,,
A,d,Cả 3 câu trên,X,,QT_13.1_RR03 - Theo HSRRQT đã ban hành tại VB số 587/EVNHCMC-QLĐT ngày 21/02/2025,,
Q,78,"Khi nộp hồ sơ trình duyệt Kết quả lựa chọn nhà thầu, bên mời thầu cần lưu ý một số hoạt động kiểm soát tiêu chuẩn sau:",,,,Hảo,
A,a,"Thực hiện đầy đủ các nội dung trong quá trình thương thảo hợp đồng theo Thông tư 79/2025/TT-BTC ngày 04/8/2025 như hoàn thiện dự thảo hợp đồng, đối chiếu tài liệu chứng minh các thông tin mà nhà thầu kê khai trong HSDT, làm rõ khả năng thực hiện của nhà thầu trong trường hợp tham gia và trúng thầu hơn 01 gói thầu trong cùng thời điểm, ...",,,,,
A,b,"Cung cấp đầy đủ bản cam kết của Tổ chuyên gia, Tổ thẩm định và các tài liệu đính kèm theo hồ sơ trình duyệt KQLCNT",,,,,
A,c,Cả a và b,X,,QT_13.1_RR04- Theo HSRRQT đã ban hành tại VB số 587/EVNHCMC-QLĐT ngày 21/02/2025,,
Q,79,Một số rủi ro ảnh hưởng đến việc tuân thủ các quy định liên quan đến đấu thầu tại các đơn vị trực thuộc,,,,Hảo,
A,a,"Thực hiện biểu mẫu liên quan đến công tác đấu thầu chưa phù hợp, thiếu đồng bộ và nhất quán",,,,,
A,b,"Công tác đấu thầu chưa được quản lý, kiểm soát chặt chẽ dẫn đến thực hiện còn hạn chế và thiếu sót",,,,,
A,c,"Cán bộ, chuyên viên được phân công thực hiện công tác đấu thầu chưa đủ năng lực, kinh nghiệm liên quan đến nghiệp vụ; Thành phần, trình tự triển khai công tác kiểm tra, đánh giá về công tác đấu thầu chưa đảm bảo theo quy định dẫn đến bỏ sót, không phát hiện sai phạm",,,,,
A,d,Cả 3 câu trên,X,,QT 13.2 - Theo HSRRQT đã ban hành tại VB số 587/EVNHCMC-QLĐT ngày 21/02/2025.,,
Q,80,"Theo quy định của Luật Đấu thầu, gói thầu nào có thể thực hiện ""đấu thầu trước""?",,,,Dung,
A,a,"Gói thầu mua sắm hàng hóa đã xác định rõ phạm vi cung cấp, yêu cầu kỹ thuật",,,,,
A,b,"Gói thầu cung cấp dịch vụ tư vấn, phi tư vấn, hàng hóa, xây lắp phục vụ công tác đền bù, giải phóng mặt bằng, di dời công trình hạ tầng, kỹ thuật, rà phá bom mìn, vật nổ, quy hoạch, tái định cư",,,,,
A,c,"Gói thầu thuộc dự án sử dụng vốn ODA, vốn vay ưu đãi nước ngoài có yêu cầu đấu thầu trước theo quy định ràng buộc của nhà tài trợ",,,,,
A,d,Chỉ có đáp án c đúng,,,,,
A,e,Tất cả các đáp án trên đều đúng,X,,"Khoản 14 Điều 4 Luật số 57/2024/QH15, sửa đổi bổ sung Luật Đấu thầu 2023",,
Q,81,"Trường hợp tại thời điểm đóng thầu đối với gói thầu áp dụng hình thức đấu thầu rộng rãi, chào hàng cạnh tranh, chào giá trực tuyến theo quy trình thông thường mà chỉ có 01 hoặc 02 nhà thầu nộp hồ sơ quan tâm, hồ sơ dự sơ tuyển, hồ sơ dự thầu thì chủ đầu tư xem xét, giải quyết như thế nào  ?",,,,Dung,Đổi câu hỏi mới
A,a,"Cho phép gia hạn thời điểm đóng thầu tối thiểu 05 ngày làm việc đối với gói thầu chào hàng cạnh tranh, tư vấn đơn giản, tư vấn cấp bách cần thực hiện ngay do yêu cầu về tiến độ tổ chức đấu thầu trong nước",,,,,
A,b,"Cho phép gia hạn thời điểm đóng thầu tối thiểu 10 ngày làm việc đối với gói thầu áp dụng hình thức đấu thầu rộng rãi, chào hàng cạnh tranh, chào giá trực tuyến theo quy trình thông thường",,,,,
A,c,Cho phép mở thầu ngay để tiến hành đánh giá,,,,,
A,d,"Câu a, c đúng; Câu b sai",,,,,
A,e,"Các câu a,b,c đều đúng",X,,Khoản 5 Điều140 Nghị định 214/2025/NĐ-CP,,
Q,82,"Nhà thầu có hành vi làm giả hoặc sai lệch thông tin hồ sơ, tài liệu trong đấu thầu hoặc cố ý cung cấp thông tin, tài liệu không trung thực, không khách quan trong HSDT nhằm làm sai lệch kết quả lựa chọn bị cấm tham gia hoạt động đấu thầu ",,,,Dung,Đổi câu hỏi mới
A,a,01 năm - 03 năm,,,,,
A,b,02 năm - 04 năm,,,,,
A,c,03 năm - 05 năm,X,,Điều 133 Nghị định 214/2025/NĐ-CP,,
Q,83,"Trường hợp nhà thầu thực hiện gói thầu vi phạm hợp đồng, không còn năng lực để tiếp tục thực hiện hợp đồng, làm ảnh hưởng nghiêm trọng đến tiến độ, chất lượng, hiệu quả của gói thầu thì chủ đầu tư chấm dứt hợp đồng với nhà thầu đó; nhà thầu vi phạm hợp đồng bị coi là không hoàn thành hợp đồng. Đối với phần công việc chưa thực hiện thì sẽ xử lý như thế nào?",,,,Dung,Đổi câu hỏi mới
A,a,Chủ đầu tư tự thực hiện phần công việc còn lại mà không cần tổ chức lựa chọn nhà thầu. ,,,,,
A,b,Giao lại phần công việc chưa thực hiện cho nhà thầu vi phạm sau khi xử lý vi phạm hành chính đối với nhà thầu này,,,,,
A,c,"Cho phép áp dụng hình thức chỉ định thầu cho nhà thầu khác với giá trị được tính bằng giá trị ghi trong hợp đồng trừ đị giá trị của phần công việc đã thực hiện, được nghiệm thu trước đó. Trường hợp không chỉ định thầu thì hình thành gói thầu mới, trường hợp cần thiết xem xét lại giá gói thầu đối với phần công việc còn lại trước khi tổ chức lựa chọn nhà thầu",X,,Khoản 23 Điều 140 Nghị định 214/2025/NĐ-CP,,
Q,84,Hình thức chỉ định thầu theo Quy chế công tác đấu thầu sử dụng chi phí SXKD trong EVNHCMC (Quyết định 68/QĐ-HĐTV ngày 28/5/2025) được quy định?,,X,,Dung,Đổi câu hỏi mới
A,a,"Được áp dụng đối với gói thầu cần thực hiện để khắc phục ngay các yếu tố đe dọa xảy ra sự cố hoặc để xử lý kịp thời hậu quả gây ra do thiên tai, hỏa hoạn, tai nạn bất ngờ, sự cố, thảm họa hoặc các sự kiện bất khả kháng khác",,,,,
A,b,"Gói thầu sử dụng chi phí SXKD có giá gói thầu trong hạn mức chỉ định thầu: Gói thầu dịch vụ tư vấn không quá 300 triệu đồng; Gói thầu phi tư vấn, hàng hóa, xây lắp, hỗn hợp không quá 01 tỷ đồng",,,,,
A,c,"Gói thầu sử dụng chi phí SXKD có giá gói thầu trong hạn mức chỉ định thầu: Gói thầu dịch vụ tư vấn không quá 500 triệu đồng; Gói thầu phi tư vấn, hàng hóa, xây lắp, hỗn hợp không quá 01 tỷ đồng",,,,,
A,d,"Câu a, b đúng. Câu c sai",,,,,
A,e,"Câu a, c đúng. Câu b sai",X,,Điều 12 Quyết định 68/QĐ-HĐTV ngày 26/5/2025,,
Q,85,Mục đích giám sát hoạt động đấu thầu theo quy định của Nghị định 214/2025/NĐ-CP?,,X,,Dung,Đổi câu hỏi mới
A,a,"Bảo đảm quá trình lựa chọn nhà thầu tuân thủ quy định pháp luật về đấu thầu và pháp luật có liên quan, chỉ đạo của cơ quan cấp trên; Lựa chọn được nhà thầu đáp ứng yêu cầu về tiến độ, chất lượng, hiệu quả; kịp thời phát hiện các tồn tại trong quá trình lựa chọn nhà thầu; Nâng cao trách nhiệm của chủ đầu tư trong việc chấp hành các quy định",X,,Điều 131 Nghị định 214/2025/NĐ-CP,,
A,b,"Bảo đảm quá trình lựa chọn nhà thầu tuân thủ quy định pháp luật về đấu thầu và pháp luật có liên quan, chỉ đạo của cơ quan cấp trên; Lựa chọn được nhà thầu đáp ứng yêu cầu về tiến độ, chất lượng, hiệu quả; Kịp thời phát hiện các tồn tại trong quá trình lựa chọn nhà thầu; Chọn được đội ngũ nhân sự làm công tác đấu thầu tốt",,,,,
A,c,"Bảo đảm quá trình lựa chọn nhà thầu tuân thủ quy định pháp luật về đấu thầu và pháp luật có liên quan, chỉ đạo của cơ quan cấp trên; Lựa chọn được nhà thầu đáp ứng yêu cầu về tiến độ, chất lượng, hiệu quả; Không xảy ra kiến nghị, phản ánh của các nhà thầu",,,,,
Q,86,"Hạn mức quy định của hình thức ""Chào hàng cạnh tranh"" theo quy định của Nghị định 214/2025/NĐ-CP?",,,,Dung,Đổi câu hỏi mới
A,a,"Không quá 05 tỷ đồng đối với gói thầu dịch vụ phi tư vấn thông dụng, đơn giản; gói thầu mua sắm hàng hóa thông dụng, sẵn có trên thị trường với đặc tính kỹ thuật được tiêu chuẩn hóa và tương đương nhau về chất lượng; gói thầu xây lắp công trình đơn giản đã có thiết kế bản vẽ thi công được phê duyệt; gói thầu hỗn hợp cung cấp hàng hóa và xây lắp, trong đó nội dung xây lắp đơn giản",,,,,
A,b,"Không quá 10 tỷ đồng đối với gói thầu dịch vụ phi tư vấn thông dụng, đơn giản; gói thầu mua sắm hàng hóa thông dụng, sẵn có trên thị trường với đặc tính kỹ thuật được tiêu chuẩn hóa và tương đương nhau về chất lượng; gói thầu xây lắp công trình đơn giản đã có thiết kế bản vẽ thi công được phê duyệt; gói thầu hỗn hợp cung cấp hàng hóa và xây lắp, trong đó nội dung xây lắp đơn giản",X,,Điều 81 Nghị định 214/2025/NĐ-CP,,
Q,87,Quy trình chỉ định thầu thông thường áp dụng trong trường hợp Chủ đầu tư gửi hồ sơ yêu cầu cho nhiều hơn một nhà thầu ?,,,,Dung,
A,a,"Phê duyệt KHLCNT; Lập, thẩm định, phê duyệt HSYC; Tổ chức lựa chọn nhà thầu (HSYC phát hành cho các nhà thầu có tên trong danh sách được mời nhận HSYC, nhà thầu chuẩn bị và nộp HSĐX); Đánh giá và làm rõ HSĐX, sửa lỗi và hiệu chỉnh sai lệch, xếp hạng nhà thầu; Thương thảo hợp đồng (nếu có); Trình, thẩm định phê duyệt và công khai kết quả chỉ định thầu; Hoàn thiện, ký kết và quản lý thực hiện hợp đồng",X,,Điều 79 Nghị định 214/2024/NĐ-CP,,
A,b,"Phê duyệt KHLCNT; Lập, thẩm định, phê duyệt HSYC; Tổ chức lựa chọn nhà thầu (HSYC phát hành cho các nhà thầu có tên trong danh sách được mời nhận HSYC, nhà thầu chuẩn bị và nộp HSĐX); Đánh giá và làm rõ HSĐX, sửa lỗi và hiệu chỉnh sai lệch, xếp hạng nhà thầu; Thương thảo hợp đồng (nếu có); Trình, thẩm định và phê duyệt kết quả chỉ định thầu.",,,,,
Q,88,Tiêu chuẩn đánh giá năng lực kinh nghiệm nhà thầu được quy định như thế nào đối với hình thức chào hàng cạnh tranh?,,,,Dung,
A,a,"Đối với gói thầu mua sắm hàng hóa, xây lắp, căn cứ vào quy mô, tính chất của gói thầu, hồ sơ mời thầu có thể bao gồm tiêu chuẩn đánh giá về năng lực và kinh nghiệm hoặc không bao gồm tiêu chuẩn này nhưng nhà thầu tham dự thầu phải cam kết có đủ năng lực, kinh nghiệm để thực hiện gói thầu.",,,,,
A,b," Đối với gói thầu dịch vụ phi tư vấn, hồ sơ mời thầu không yêu cầu tiêu chuẩn đánh giá về năng lực và kinh nghiệm.",,,,,
A,c,Cả hai câu trên đều đúng,X,,Điều 81 Nghị định 214/2025/     NĐ-CP,,
Q,89,"Tự thực hiện là một hình thức lựa chọn nhà thầu được quy định trong Luật Đấu thầu 2023. Chủ đầu tư trực tiếp quản lý, sử dụng gói thầu được tự thực hiện gói thầu thuộc dự án, dự toán mua sắm ngoài điều kiện phải có chức năng, nhiệm vụ, lĩnh vực hoạt động hoặc ngành, nghề kinh doanh phù hợp với yêu cầu của gói thầu thì còn cần phải có thêm những điều kiện nào?",,,,Dung,
A,a,"Có năng lực kỹ thuật, tài chính và kinh nghiệm đáp ứng yêu cầu của gói thầu",,,,,
A,b,"Có phương án khả thi huy động nhân sự, máy móc, thiết bị đáp ứng yêu cầu về tiến độ thực hiện gói thầu.",,,,,
A,c,"Câu a đúng, câu b sai",,,,,
A,d,Câu a và b đều đúng,X,,Điều 26 Luật Đấu thầu 2023,,
Q,90,"Để biết các quy định liên quan đến hoạt động đào tạo, bồi dưỡng kiến thức, thi, cấp, thu hồi chứng chỉ nghiệp vụ chuyên môn về đấu thầu, các anh/chị sẽ tra cứu văn bản quy phạm pháp luật nào?",,,,Dung,
A,a,Thông tư số 02/2024/TT-BKHĐT,X,,,,
A,b,Thông tư số 04/2024/TT-BKHĐT,,,,,
A,c,Thông tư số 05/2024/TT-BKHĐT,,,,,
A,d,Thông tư số 07/2024/TT-BKHĐT,,,,,
A,e,Đáp án khác,,,,,
Q,91,"Theo quy chế 70/QĐ-HĐTV về công tác ĐTXD, Đơn vị tổ chức đấu thầu (Bên mời thầu) có trách nhiệm báo cáo Chủ đầu tư những nội dung gì?",,X,,Dung,Đổi câu hỏi mới
A,a,Báo cáo công tác mở thầu và đánh giá hồ sơ dự thầu ,,,,,
A,b,Báo cáo thông tin nhà thầu vi phạm ,,,,,
A,c,Báo cáo kết quả thực hiện từng nội dung trong quá trình tổ chức lựa chọn nhà thầu các gói thầu,X,,Điều 24 Quy chế 70/QĐ-HĐTV,,
Q,92,Trường hợp giá đề nghị trúng thầu thấp dưới 50% giá gói thầu được duyệt thì chủ đầu tư yêu cầu nhà thầu làm rõ các yếu tố cấu thành chi phí chào thầu qua việc xem xét các bằng chứng liên quan. Nội dung nào dưới đây không ĐÚNG? ,,,,Dung,Đổi câu hỏi mới
A,a,"Các yếu tố kinh tế liên quan đến biện pháp thi công, quy trình sản xuất hoặc cung cấp dịch vụ",,,,,
A,b,Giải pháp kinh tế được áp dụng hoặc các lợi thế đặc biệt của nhà thầu dẫn đến lợi thế về giá cả,,,,,
A,c,"Nguồn gốc của hàng hóa, dịch vụ, nhân sự cung cấp cho gói thầu, trong đó phải bảo đảm tuân thủ các quy định của pháp luật",,,,,
A,d,Các hợp đồng tương tự đã thực hiện trước đó,X,,Khoản 17 Điều 140 Nghị định 214/2025/NĐ-CP,,
Q,93,Hạn mức áp dụng hình thức mua sắm trực tuyến ,,,,Dung,
A,a,"Gói thầu mua sắm hàng hóa, dịch vụ thuộc dự toán mua sắm có giá gói thầu không quá 500 triệu đồng",,,,,
A,b,"Gói thầu mua sắm hàng hóa, dịch vụ thuộc dự toán mua sắm có giá gói thầu không quá 300 triệu đồng",,,,,
A,c,"Gói thầu mua sắm hàng hóa, dịch vụ thuộc dự án không quá 01 tỷ đồng",,,,,
A,d,a và c đúng,,,,,
A,e,b và c đúng,X,,Điều 103 Nghị định 214/2025/NĐ-CP,,
Q,94,"Thời gian áp dụng hình thức mua sắm trực tuyến đối với các hạng mục trong danh mục hàng hóa, dịch vụ mua sắm tập trung?  ",,X,,Dung,
A,a,Là thời gian thực hiện hợp đồng trong trường hợp không ký thỏa thuận khung nhưng không quá 12 tháng kể từ ngày hợp đồng có hiệu lực hoặc thời gian có hiệu lực của thỏa thuận khung,,,,,
A,b,Là thời gian thực hiện hợp đồng trong trường hợp không ký thỏa thuận khung nhưng không quá 18 tháng kể từ ngày hợp đồng có hiệu lực hoặc thời gian có hiệu lực của thỏa thuận khung,,,,,
A,c,Là thời gian thực hiện hợp đồng trong trường hợp không ký thỏa thuận khung nhưng không quá 24 tháng kể từ ngày hợp đồng có hiệu lực hoặc thời gian có hiệu lực của thỏa thuận khung,X,,Điều 103 Nghị định 214/2024/NĐ-CP,,
Q,95,Quy trình mua sắm trực tuyến?,,,,Dung,
A,a,"Hệ thống mạng đấu thầu quốc gia tự động trích xuất thông tin về kết quả lựa chọn nhà thầu đối với mua sắm tập trung vào danh mục hàng hóa, dịch vụ áp dụng mua sắm trực tuyến",,,,,
A,b,"Căn cứ danh mục hàng hóa, dịch vụ mua sắm trực tuyến đã được Hệ thống mạng đấu thầu quốc gia tự động trích xuất thông tin về kết quả lựa chọn nhà thầu đối với mua sắm tập trung, chủ đầu tư, bên mời thầu có nhu cầu mua sắm trực tuyến đặt mua hàng hóa, dịch vụ trực tiếp trên Hệ thống mạng đấu thầu quốc gia. Nội dung đơn hàng đối với từng hàng hóa, dịch vụ bao gồm: số lượng, khối lượng; phương thức vận chuyển và đơn giá vận chuyển (nếu có); đơn giá của hàng hóa, dịch vụ; phương thức thanh toán; địa điểm giao hàng hoặc địa điểm thực hiện; các thông tin cần thiết khác.",,,,,
A,c,"Đối với mỗi yêu cầu đặt hàng, Hệ thống mạng đấu thầu quốc gia tự động gửi thông báo cho nhà thầu đã trúng thầu trong mua sắm tập trung trước đó. Nhà thầu có trách nhiệm xác nhận đơn hàng hoặc từ chối đơn hàng trên Hệ thống mạng đấu thầu quốc gia trong thời hạn 03 ngày kể từ ngày nhận được yêu cầu đặt hàng",,,,,
A,d,Hệ thống mạng đấu thầu quốc gia hiển thị thông báo về việc xác nhận đơn hàng hoặc từ chối đơn hàng của nhà thầu và gửi thông báo đến đơn vị đặt mua.,,,,,
A,e,Công khai kết quả mua sắm trực tuyến,,,,,
A,f,"Hoàn thiện, ký kết và quản lý thực hiện hợp đồng. Nhà thầu quản lý các đơn hàng đã xác nhận và chịu trách nhiệm cung cấp hàng hóa, dịch vụ theo yêu cầu, đảm bảo chất lượng và tiến độ",,,,,
A,g,Tất cả các bước theo thứ tự trên,X,,Điều 104 Nghị định 214/2025/NĐ-CP,,
Q,96,"Các hành vi không đảm bảo công bằng, minh bạch trong hoạt động đấu thầu gồm:",,,,Dung,
A,a,"Tham gia lập, đồng thời tham gia thẩm định HSMT, HSYC đối với cùng một gói thầu, dự án đầu tư kinh doanh",,,,,
A,b,Nhà thầu tư vấn giám sát đồng thời thực hiện tư vấn kiểm định đối với gói thầu do nhà thầu đó giám sát,,,,,
A,c,Áp dụng hình thức LCNT không phải là hình thức đấu thầu rộng rãi khi không đủ điều kiện theo quy định của Luật Đấu thầu,,,,,
A,d,Tất cả các đáp án trên đều đúng,,,,,
A,e,"Câu a,b đúng; câu c sai",X,, Điều 6 Luật Đấu thầu 2023,,
Q,97,"Đối với quy định về đấu thầu trước, trường hợp dự án không được phê duyệt hoặc điều ước quốc tế, thỏa thuận vay nước ngoài không được ký kết mà không thể bố trí nguồn vốn khác thì giải quyết như thế nào?",,,,Dung,Đổi câu hỏi mới
A,a,Chủ đầu tư xem xét quyết định để tiếp tục thực hiện ,,,,,
A,b,Chủ đầu tư hủy thầu và hoàn trả bảo đảm dự thầu cho nhà thầu,,,,,
A,c,Chủ đầu tư hủy thầu và không phải bồi hoàn chi phí liên quan đến việc tham dự thầu của nhà thầu,X,,Khoản 5 Điều 42 Luật Đấu thầu 2023 sửa đổi bổ sung theo Luật 90,,
Q,98,"Theo quy trình đấu thầu rộng rãi qua mạng đối với gói thầu tư vấn, khi đánh giá hồ sơ đề xuất về kỹ thuật, đối với một nhân sự chủ chốt, HSDT chào thừa hoặc thiếu số lượng theo yêu cầu của HSMT?",,,,Dung,Đổi câu hỏi mới
A,a,Cho phép nhà thầu làm rõ ,,,,,
A,b,HSDT của nhà thầu không đáp ứng về kỹ thuật,X,,Điều 69 Nghị định 214/2025/NĐ-CP,,
A,c,Tổ chuyên gia tiến hành đánh giá tất cả các nhân sự chủ chốt trong HSDT,,,,,
Q,99,Chào giá trực tuyến theo quy trình thông thường được áp dụng trong các trường hợp nào?,,,,Dung,
A,a,"Gói thầu dịch vụ phi tư vấn thông dụng, đơn giản",,,,,
A,b,"Gói thầu mua sắm hàng hóa thông dụng, sẵn có trên thị trường với đặc tính kỹ thuật được tiêu chuẩn hóa và tương đương nhau về chất lượng; có sự cạnh tranh giữa các nhà cung cấp; tiêu chuẩn đánh giá quan trọng nhất là giá, không có hoặc ít có yếu tố tác động của chi phí vòng đời",,,,,
A,c,"Nhóm hàng hóa, dịch vụ: nguyên liệu, nhiên liệu, vật liệu xây dựng cơ bản; thiết bị công nghệ thông tin đã được chuẩn hóa gồm máy tính, hộp mực, các modem và các thiết bị khác; giấy in, giấy photocopy, vật tư đơn giản, bóng đèn; mua quyền sử dụng phần mềm thương mại; năng lượng, than hoặc khí đốt; hóa chất; dịch vụ vận chuyển; dịch vụ vệ sinh; dịch vụ bảo trì; các hàng hóa, dịch vụ khác đáp ứng quy định tại điểm a và điểm b khoản này.",,,,,
A,d,Tất cả các câu trên đều đúng,X,,Khoản 2 Điều 99 Nghị định 214/2025/NĐ-CP,,
Q,100,Chào giá trực tuyến theo quy trình rút gọn được áp dụng trong các trường hợp nào?,,,,Dung,
A,a,"Gói thầu mua sắm hàng hóa, cung cấp dịch vụ phi tư vấn có giá trị không quá 02 tỷ đồng đối với dự toán mua sắm;",,,,,
A,b,"Gói thầu  mua sắm hàng hóa, cung cấp dịch vụ phi tư vấn có giá gói thầu không quá 05 tỷ đồng đối với dự án",,,,,
A,c,"Gói thầu mua sắm hàng hóa, cung cấp dịch vụ phi tư vấn phải mua của hãng sản xuất cụ thể để bảo đảm tính tương thích về công nghệ, bản quyền với các trang thiết bị, máy móc, phần mềm, dịch vụ sẵn có hoặc do các điều kiện bảo hành của hãng sản xuất mà không thể mua của hãng sản xuất khác và có nhiều nhà thầu có khả năng cung cấp.",,,,,
A,d,"Gói thầu mua sắm hàng hóa chia phần (trừ thuốc) để bán lẻ tại cơ sở bán lẻ trong khuôn viên của cơ sở y tế công lập, trong đó mỗi phần là một mặt hàng có giá trị không quá 01 tỷ đồng đối với dự toán mua sắm",,,,,
A,e,Tất cả các câu trên đều đúng,X,,Khoản 3 Điều 99 Nghị định 214/2024/NĐ-CP,,
Q,101,"	Một số hoat động kiểm soát rủi ro Chất lượng công tác thẩm định đấu thầu (KHLCNT, HSMT/HSYC, KQLCNT) chưa cao, nội dung báo cáo thẩm định chưa đầy đủ theo quy định",,,,Hảo,
A,a,"Áp dụng đúng các biểu mẫu báo cáo thẩm định, quyết định ban hành theo Thông tư 79/2025/TT-BTC (KHLCNT) và Thông tư 80/2025/TT-BTC (HSMT và KQLCNT)",,,,,
A,b,"Các thành viên Tổ thẩm định thực hiện thẩm định đầy đủ các nội dung đã được phân công theo Quy trình thẩm định đã ban hành, Tổ trưởng Tổ thẩm định kiểm tra nội dung, tổ chức lấy thêm ý kiến của các Ban chức năng, đơn vị liên quan nếu cần thiết, tổng hợp ý kiến và hoàn thiện hồ sơ trước khi lập báo cáo thẩm định",,,,,
A,c,Cả a và b,X,,QT 13.1 RR09 - Theo HSRRQT đã ban hành tại VB số 587/EVNHCMC-QLĐT ngày 21/02/2025,,
Q,102,"Tổ chức, cá nhân có hoạt động đấu thầu không thuộc trường hợp quy định tại khoản 1 Điều 2 Luật Đấu thầu 2023 sửa đổi, bổ sung theo Luật 90/2025/QH15 (Điều khoản Đối tượng áp dụng) thực hiện như thế nào?",,X,,Dung,Thêm mới
A,a,Không được áp dụng Luật Đấu thầu,,,,,
A,b,Vẫn phải áp dụng toàn bộ quy định của Luật Đấu thầu dù không thuộc đối tượng điều chỉnh,,,,,
A,c,Tự quyết định chọn áp dụng toàn bộ hoặc một số điều khoản điểm cụ thể của Luật Đấu thầu,X,,K4 Điều 2 Luật Đấu thầu 2023 sửa đổi bổ sung theo Luật 90,,
Q,103,"Theo quy định mới của Luật Đấu thầu sau khi sửa đổi bổ sung theo Luật 90/2025/QH15, ""Bên mời thầu"" được định nghĩa là?",,,,Dung,Thêm mới
A,a,Tổ chức do chủ đầu tư quyết định thành lập hoặc lựa chọn tổ chức lựa chọn nhà thầu;,,,,,
A,b,Cơ quan có thẩm quyền chấp thuận chủ trương đầu tư hoặc cơ quan có thẩm quyền quyết định tổ chức đấu thầu lựa chọn nhà đầu tư; đơn vị được cơ quan có thẩm quyền giao nhiệm vụ tổ chức lựa chọn nhà đầu tư,X,,Điều 4 Luật Đấu thầu 2023 sửa đổi bổ sung theo Luật 90,,
A,c,Cả 2 đáp án trên đều đúng,,,,,
Q,104,"Đối với gói thầu đấu thầu trước, nhà thầu không phải thực hiện biện pháp bảo đảm dự thầu là phát biểu đúng hay sai?",,,,Dung,Thêm mới
A,a,Đúng,,,,,
A,b,Sai,,,,,
A,c,Bắt buộc cam kết trong HSDT về trách nhiệm tham dự thầu,X,,K4 Điều 42 Luật đấu thầu sửa đổi bổ sung theo Luật 57,,
Q,105,Phương pháp đánh giá HSDT (phương pháp kết hợp giữa kỹ thuật và giá) nếu sử dụng phương pháp chấm điểm thì mức điểm yêu cầu tối thiểu về kỹ thuật quy định như thế nào?,,,,Dung,Thêm mới
A,a,≥ 60% tổng số điểm kỹ thuật,,,,,
A,b,≥ 70% tổng số điểm kỹ thuật,X,,K4 Điều 58 Luật Đấu thầu 2023 sửa đổi bổ sung theo Luật 90,,
A,c,≥ 80% tổng số điểm kỹ thuật,,,,,
Q,106,"Khi sửa đổi hợp đồng làm thay đổi thời gian thực hiện hợp đồng nhưng không vượt thời gian thực hiện dự án hoặc vượt giá gói thầu (bao gồm dự phòng phí) được duyệt nhưng không làm vượt tổng mức đầu tư, dự toán mua sắm thì người xử lý tình huống là?",,X,,Dung,Thêm mới
A,a,"Người có thẩm quyền xem xét, quyết định",,,,,
A,b,"Chủ đầu tư xem xét, quyết định",X,,K4 Điều 70 Luật Đấu thầu 2023 sửa đổi bổ sung theo Luật 90,,
A,c,Bên mời thầu,,,,,
Q,107,"Trong quá trình thẩm định đấu thầu (Kế hoạch lựa chọn nhà thầu, Hồ sơ mời thầu/ Hồ sơ yêu cầu, Kết quả lựa chọn nhà thầu), việc rà soát, cập nhật các văn bản quy phạm pháp luật và quy định của EVN, EVNHCMC hiện hành là một trong số kiểm soát  để phòng ngừa rủi ro?",,,,Hảo,Thêm mới
A,a,Đúng,X,,QT_13.1_RR01 - Theo HSRRQT đã ban hành tại VB số 587/EVNHCMC-QLĐT ngày 21/02/2025,,
A,b,Sai,,,,,
Q,108,"Theo HSRRQT đã ban hành tại VB số 587/EVNHCMC-QLĐT ngày 21/02/2025, Bên mời thầu cần phải thực hiện một số kiểm soát như: Áp dụng đúng mẫu HSMT ban hành; Áp dụng đúng Quy cách kỹ thuật đã được EVN và Tổng công ty ban hành; Rà soát các nội dung của HSMT theo đúng KHLCNT đã được phê duyệt; Kiểm tra, rà soát các nội dung cần lưu ý mà Báo cáo thẩm định đã chỉ ra,.. để phòng ngừa rủi ro trước khi trình Chủ đầu tư phê duyệt Hồ sơ mời thầu?",,,,Hảo,Thêm mới
A,a,Đúng,X,,QT_13.1_RR03 - Theo HSRRQT đã ban hành tại VB số 587/EVNHCMC-QLĐT ngày 21/02/2025,,
A,b,Sai,,,,,
Q,109,"Việc thực hiện đầy đủ các nội dung trong quá trình thương thảo hợp đồng theo Thông tư 79/2025/TT-BTC ngày 04/8/2025 như hoàn thiện dự thảo hợp đồng, đối chiếu tài liệu chứng minh các thông tin mà nhà thầu kê khai trong HSDT, làm rõ khả năng thực hiện của nhà thầu trong trường hợp tham gia và trúng thầu hơn 01 gói thầu trong cùng thời điểm, ... là một trong số hoạt động kiểm soát để phòng ngừa rủi ro trong đấu thầu?",,,,Hảo,Thêm mới
